%============================================================================= 
%NGDCS Check V10: Message 3501 Navigation Solution of ang20170616t200614_gps 
%* If present "Date" and "Abs Time" are derived and not original Msg3501 data 
%============================================================================= 
%Msg3501#, StartByte, Flag, Time, Date, Abs Time, Lat, Lon, Alt, VelN, VelE, VelUp, Pitch, Roll, HeadTrue, DataCheckSum 
2252, 1222847, 32768, 504638.109583, 2017-Jun-16, 20:10:38.110, 35.221671, -119.231872, 3204.530365, 32.695698, -68.700871, 0.234982, 2.763220, 0.130631, -65.714012, 33442 
2253, 1223343, 32768, 504638.209583, 2017-Jun-16, 20:10:38.210, 35.221700, -119.231947, 3204.553299, 32.706869, -68.720890, 0.226613, 2.754329, 0.155623, -65.715279, 48753 
2254, 1224086, 32768, 504638.309583, 2017-Jun-16, 20:10:38.310, 35.221729, -119.232023, 3204.575516, 32.713627, -68.742884, 0.219151, 2.745859, 0.176243, -65.716316, 54481 
2255, 1224584, 32768, 504638.409583, 2017-Jun-16, 20:10:38.410, 35.221759, -119.232099, 3204.597107, 32.722088, -68.764095, 0.213311, 2.738182, 0.191539, -65.718117, 49261 
2256, 1225080, 32768, 504638.509583, 2017-Jun-16, 20:10:38.510, 35.221788, -119.232174, 3204.618103, 32.732197, -68.785004, 0.206974, 2.729084, 0.205787, -65.720089, 6989 
2257, 1225576, 32768, 504638.609583, 2017-Jun-16, 20:10:38.610, 35.221818, -119.232250, 3204.638382, 32.740303, -68.807444, 0.198663, 2.721617, 0.214677, -65.722078, 20976 
2258, 1226072, 32768, 504638.709583, 2017-Jun-16, 20:10:38.710, 35.221847, -119.232325, 3204.657959, 32.751604, -68.827686, 0.192763, 2.714611, 0.224890, -65.724197, 64448 
2259, 1226568, 32768, 504638.809583, 2017-Jun-16, 20:10:38.810, 35.221877, -119.232401, 3204.677002, 32.759628, -68.849514, 0.187096, 2.706693, 0.228485, -65.727210, 21578 
2260, 1227065, 32768, 504638.909583, 2017-Jun-16, 20:10:38.910, 35.221906, -119.232476, 3204.695419, 32.769812, -68.870251, 0.181332, 2.698505, 0.235783, -65.730012, 59720 
2261, 1227770, 32768, 504639.009583, 2017-Jun-16, 20:10:39.010, 35.221936, -119.232552, 3204.671997, 32.780918, -68.891603, 0.175708, 2.690823, 0.235667, -65.734947, 10937 
2262, 1228267, 32768, 504639.109167, 2017-Jun-16, 20:10:39.109, 35.221965, -119.232628, 3204.688873, 32.783266, -68.903131, 0.167779, 2.684958, 0.239682, -65.739319, 8778 
2263, 1228764, 32768, 504639.209167, 2017-Jun-16, 20:10:39.209, 35.221995, -119.232704, 3204.705246, 32.793905, -68.924112, 0.161774, 2.677815, 0.239566, -65.743615, 9866 
2264, 1229507, 32768, 504639.309264, 2017-Jun-16, 20:10:39.309, 16.838182, 76.408498, -31559.395828, 205.340826, 781.840822, 39.985713, -36.082878, 61.583047, 88.606796, 27345 
2265, 1230004, 32768, 504639.409167, 2017-Jun-16, 20:10:39.409, 35.222054, -119.232855, 3204.736572, 32.811781, -68.967371, 0.153650, 2.665852, 0.240243, -65.751578, 33285 
2266, 1230501, 32768, 504639.509167, 2017-Jun-16, 20:10:39.509, 35.222083, -119.232931, 3204.751648, 32.821201, -68.988558, 0.147263, 2.660091, 0.240380, -65.754706, 4809 
2267, 1230997, 32768, 504639.609167, 2017-Jun-16, 20:10:39.609, 35.222113, -119.233006, 3204.766327, 32.827982, -69.010481, 0.146113, 2.654001, 0.235576, -65.757197, 27709 
2268, 1231494, 32768, 504639.709167, 2017-Jun-16, 20:10:39.709, 35.222142, -119.233082, 3204.780792, 32.838646, -69.031252, 0.142982, 2.647647, 0.234728, -65.757755, 42644 
2269, 1231990, 32768, 504639.809167, 2017-Jun-16, 20:10:39.809, 35.222172, -119.233158, 3204.794861, 32.843985, -69.053495, 0.140317, 2.640537, 0.230154, -65.756526, 37526 
2270, 1232486, 32768, 504639.909167, 2017-Jun-16, 20:10:39.909, 35.222202, -119.233234, 3204.808670, 32.852596, -69.075562, 0.136790, 2.632392, 0.221850, -65.754472, 8447 
2271, 1233193, 32768, 504640.009167, 2017-Jun-16, 20:10:40.009, 35.222231, -119.233310, 3204.818146, 32.864056, -69.095881, 0.134127, 2.623117, 0.213491, -65.752036, 43333 
2272, 1233689, 32768, 504640.109167, 2017-Jun-16, 20:10:40.109, 35.222261, -119.233384, 3204.831467, 32.877876, -69.101450, 0.131820, 2.616029, 0.206590, -65.748191, 45944 
2273, 1234185, 32768, 504640.209167, 2017-Jun-16, 20:10:40.209, 35.222291, -119.233460, 3204.844391, 32.888134, -69.122231, 0.127196, 2.606948, 0.194612, -65.741145, 8519 
2274, 1234930, 32768, 504640.309264, 2017-Jun-16, 20:10:40.309, 16.914014, 76.214821, -31524.618484, 229.106939, 731.085939, 31.666622, -54.870915, 46.922178, 91.139917, 5841 
2275, 1235427, 32768, 504640.409167, 2017-Jun-16, 20:10:40.409, 35.222350, -119.233612, 3204.869125, 32.903036, -69.166737, 0.118855, 2.586720, 0.170311, -65.732462, 43097 
2276, 1235924, 32768, 504640.509167, 2017-Jun-16, 20:10:40.509, 35.222380, -119.233688, 3204.880707, 32.912266, -69.188789, 0.112247, 2.577306, 0.156857, -65.726097, 44463 
2277, 1236420, 32768, 504640.609167, 2017-Jun-16, 20:10:40.609, 35.222409, -119.233764, 3204.891724, 32.917898, -69.212597, 0.108654, 2.568214, 0.142088, -65.719394, 58575 
2278, 1236917, 32768, 504640.709167, 2017-Jun-16, 20:10:40.709, 35.222439, -119.233840, 3204.902237, 32.927826, -69.234423, 0.104584, 2.559953, 0.128111, -65.711107, 22307 
2279, 1237414, 32768, 504640.809167, 2017-Jun-16, 20:10:40.809, 35.222469, -119.233916, 3204.912338, 32.933695, -69.257765, 0.099332, 2.551894, 0.116312, -65.702209, 30066 
2280, 1237912, 32768, 504640.909167, 2017-Jun-16, 20:10:40.909, 35.222498, -119.233992, 3204.921906, 32.940157, -69.280611, 0.093739, 2.544581, 0.106227, -65.691939, 56117 
2281, 1238617, 32768, 504641.009167, 2017-Jun-16, 20:10:41.009, 35.222528, -119.234068, 3204.879028, 32.947817, -69.303066, 0.090003, 2.537577, 0.098644, -65.680311, 28660 
2282, 1239114, 32768, 504641.109167, 2017-Jun-16, 20:10:41.109, 35.222558, -119.234145, 3204.887512, 32.959858, -69.326496, 0.081388, 2.529550, 0.095791, -65.666619, 62521 
2283, 1239612, 32768, 504641.209167, 2017-Jun-16, 20:10:41.209, 35.222587, -119.234221, 3204.895462, 32.966839, -69.348267, 0.077226, 2.522542, 0.093706, -65.651013, 50669 
2284, 1240361, 32768, 213313.684361, 2017-Jun-16, 11:15:13.684, 29.422339, 21.105274, -6354.331207, 460.751528, 292.125503, 788.217691, -38.276367, 166.706581, -157.972411, 53587 
2285, 1240867, 32768, 504641.409167, 2017-Jun-16, 20:10:41.409, 35.222647, -119.234373, 3204.910217, 32.982744, -69.394388, 0.070951, 2.506980, 0.099909, -65.617521, 22639 
2286, 1241363, 32768, 504641.509167, 2017-Jun-16, 20:10:41.509, 35.222676, -119.234449, 3204.917191, 32.992363, -69.416479, 0.068977, 2.498072, 0.102907, -65.598484, 53551 
2287, 1241859, 32768, 504641.609167, 2017-Jun-16, 20:10:41.609, 35.222706, -119.234526, 3204.923935, 32.997896, -69.440508, 0.067592, 2.487556, 0.111675, -65.575371, 63139 
2288, 1242356, 32768, 504641.709167, 2017-Jun-16, 20:10:41.709, 35.222736, -119.234602, 3204.930252, 33.007364, -69.463074, 0.060087, 2.477411, 0.126696, -65.548275, 13257 
2289, 1242853, 32768, 504641.809167, 2017-Jun-16, 20:10:41.809, 35.222766, -119.234678, 3204.935867, 33.016827, -69.486727, 0.053291, 2.472911, 0.168753, -65.518015, 60861 
2290, 1243349, 32768, 504641.909167, 2017-Jun-16, 20:10:41.909, 35.222795, -119.234755, 3204.940994, 33.028051, -69.508307, 0.049062, 2.472957, 0.238012, -65.484580, 6102 
2291, 1244054, 32768, 504642.009167, 2017-Jun-16, 20:10:42.009, 35.222825, -119.234831, 3204.926163, 33.041941, -69.528772, 0.044479, 2.476555, 0.328173, -65.449451, 26698 
2292, 1244550, 32768, 504642.109167, 2017-Jun-16, 20:10:42.109, 35.222855, -119.234907, 3204.930801, 33.043146, -69.561066, 0.044353, 2.482531, 0.432622, -65.414323, 19730 
2293, 1245047, 32768, 504642.209167, 2017-Jun-16, 20:10:42.209, 35.222884, -119.234983, 3204.935425, 33.063555, -69.577360, 0.047346, 2.493090, 0.555068, -65.386755, 15967 
2294, 1245791, 32768, 504642.309264, 2017-Jun-16, 20:10:42.309, 17.066020, 75.824806, -31503.321609, 277.514166, 615.823244, 12.716915, -78.940802, 175.075507, -172.221808, 6609 
2295, 1246289, 32768, 504642.409167, 2017-Jun-16, 20:10:42.409, 35.222944, -119.235136, 3204.945511, 33.107330, -69.610088, 0.058847, 2.516182, 0.802980, -65.339330, 23292 
2296, 1246786, 32768, 504642.509167, 2017-Jun-16, 20:10:42.509, 35.222974, -119.235212, 3204.951767, 33.131487, -69.623890, 0.067751, 2.523995, 0.891388, -65.323293, 46052 
2297, 1247283, 32768, 504642.609167, 2017-Jun-16, 20:10:42.609, 35.223004, -119.235289, 3204.959076, 33.156553, -69.638369, 0.079298, 2.527324, 0.946268, -65.313952, 6304 
2298, 1247780, 32768, 504642.709167, 2017-Jun-16, 20:10:42.709, 35.223034, -119.235365, 3204.967499, 33.183470, -69.652115, 0.089423, 2.526365, 0.979975, -65.308440, 51342 
2299, 1248277, 32768, 504642.809167, 2017-Jun-16, 20:10:42.809, 35.223063, -119.235442, 3204.976959, 33.207649, -69.665327, 0.098614, 2.521689, 0.986442, -65.308551, 15040 
2300, 1248774, 32768, 504642.909167, 2017-Jun-16, 20:10:42.909, 35.223093, -119.235518, 3204.987274, 33.233047, -69.680840, 0.107302, 2.513749, 0.976820, -65.311247, 47096 
2301, 1249480, 32768, 504643.009167, 2017-Jun-16, 20:10:43.009, 35.223123, -119.235594, 3204.999039, 33.259890, -69.693521, 0.114506, 2.503156, 0.957668, -65.317265, 61605 
2302, 1249976, 32768, 504643.109167, 2017-Jun-16, 20:10:43.109, 35.223153, -119.235672, 3205.011276, 33.278814, -69.715452, 0.125397, 2.487705, 0.926739, -65.326102, 8201 
2303, 1250473, 32768, 504643.209167, 2017-Jun-16, 20:10:43.209, 35.223183, -119.235749, 3205.023911, 33.304502, -69.729149, 0.128944, 2.470593, 0.894127, -65.336817, 1578 
2304, 1251217, 32768, 504643.309264, 2017-Jun-16, 20:10:43.309, 17.142495, 75.628683, -31478.622391, 339.291021, 576.975588, 32.278194, -91.716313, -141.062994, -169.142461, 49361 
2305, 1251714, 32768, 504643.409167, 2017-Jun-16, 20:10:43.409, 35.223243, -119.235902, 3205.049088, 33.347849, -69.761599, 0.122993, 2.436101, 0.813336, -65.360316, 60179 
2306, 1252210, 32768, 504643.509167, 2017-Jun-16, 20:10:43.509, 35.223273, -119.235979, 3205.061005, 33.369938, -69.778151, 0.116362, 2.419634, 0.768242, -65.372097, 45820 
2307, 1252706, 32768, 504643.609167, 2017-Jun-16, 20:10:43.609, 35.223303, -119.236055, 3205.072479, 33.388790, -69.795496, 0.112925, 2.404644, 0.723535, -65.385160, 26325 
2308, 1253203, 32768, 504643.709167, 2017-Jun-16, 20:10:43.709, 35.223333, -119.236132, 3205.083298, 33.407377, -69.814079, 0.102450, 2.390663, 0.681229, -65.397175, 37111 
2309, 1253699, 32768, 504643.809167, 2017-Jun-16, 20:10:43.809, 35.223363, -119.236209, 3205.093246, 33.426355, -69.831358, 0.096105, 2.376072, 0.643969, -65.409000, 46099 
2310, 1254198, 32768, 504643.909167, 2017-Jun-16, 20:10:43.909, 35.223393, -119.236285, 3205.102249, 33.443184, -69.850428, 0.086602, 2.363276, 0.605356, -65.419632, 50522 
2311, 1254904, 32768, 504644.009167, 2017-Jun-16, 20:10:44.009, 35.223423, -119.236362, 3205.037872, 33.462317, -69.868460, 0.077213, 2.350639, 0.566917, -65.429112, 34793 
2312, 1255400, 32768, 504644.109167, 2017-Jun-16, 20:10:44.109, 35.223454, -119.236438, 3205.044312, 33.497311, -69.873299, 0.060522, 2.339210, 0.531130, -65.438560, 52796 
2313, 1255896, 32768, 504644.209167, 2017-Jun-16, 20:10:44.209, 35.223484, -119.236514, 3205.049683, 33.513908, -69.891869, 0.047954, 2.326724, 0.498682, -65.443713, 51771 
2314, 1256640, 32768, 504644.309264, 2017-Jun-16, 20:10:44.309, 17.219743, 75.432689, -31474.220047, 391.179693, 534.369143, 8.650753, -127.353258, 117.182579, 164.242644, 59601 
2315, 1257139, 32768, 504644.409167, 2017-Jun-16, 20:10:44.409, 35.223545, -119.236668, 3205.056702, 33.544073, -69.931946, 0.022478, 2.303709, 0.420241, -65.459575, 5594 
2316, 1257636, 32768, 504644.509167, 2017-Jun-16, 20:10:44.509, 35.223575, -119.236744, 3205.058365, 33.557535, -69.953257, 2.907477, -132.940063, 97.558680, 160.131869, 48593 
2317, 1258134, 32768, 504644.609167, 2017-Jun-16, 20:10:44.609, 35.223605, -119.236821, 3205.058960, 33.569674, -69.975286, -0.000286, 2.281589, 0.341254, -65.475853, 36806 
2318, 1258631, 32768, 504644.709167, 2017-Jun-16, 20:10:44.709, 35.223636, -119.236898, 3205.058304, 33.583815, -69.996798, -0.010939, 2.270133, 0.306144, -65.482708, 17717 
2319, 1259128, 32768, 504644.809167, 2017-Jun-16, 20:10:44.809, 35.223666, -119.236975, 3205.056580, 408.314186, 507.144045, -5.465703, -141.640356, 70.577417, 155.190554, 19153 
2320, 1259625, 32768, 504644.909167, 2017-Jun-16, 20:10:44.909, 35.223696, -119.237052, 3205.053680, 33.606495, -70.040867, -0.033710, 2.250211, 0.244644, -65.491085, 55602 
2321, 1260331, 32768, 504645.009167, 2017-Jun-16, 20:10:45.009, 35.223726, -119.237129, 3205.025146, 33.618145, -70.062317, -0.043608, 2.242378, 0.216266, -65.492659, 51908 
2322, 1260828, 32768, 504645.109167, 2017-Jun-16, 20:10:45.109, 35.223757, -119.237205, 3205.020462, 33.635902, -70.078831, -0.051481, 2.236236, 0.188523, -65.492560, 36466 
2323, 1261325, 32768, 504645.209167, 2017-Jun-16, 20:10:45.209, 35.223787, -119.237282, 3205.014954, 33.648102, -70.101732, -0.059468, -148.919462, 41.689725, 154.921732, 25553 
2324, 1262070, 32768, 504645.309264, 2017-Jun-16, 20:10:45.309, 17.297334, 75.236137, -31485.763016, 424.972662, 480.147463, -16.858281, -150.681417, 35.317955, 154.970398, 11729 
2325, 1262568, 32768, 504645.409167, 2017-Jun-16, 20:10:45.409, 35.223848, -119.237436, 3205.001877, 33.669640, -70.147818, -0.071790, 2.214142, 0.116092, -65.487123, 51771 
2326, 1263066, 32768, 504645.509167, 2017-Jun-16, 20:10:45.509, 35.223878, -119.237513, 3204.994171, 33.682545, -70.169699, -0.080663, 2.202223, 0.096542, -65.486668, 27611 
2327, 1263563, 32768, 504645.609167, 2017-Jun-16, 20:10:45.609, 35.223909, -119.237590, 3204.985626, 33.688890, -70.194586, -0.089007, 2.190837, 0.081623, -65.486421, 28863 
2328, 1264060, 32768, 504645.709167, 2017-Jun-16, 20:10:45.709, 35.223939, -119.237667, 3204.976273, 33.701807, -70.217943, -0.096087, 2.179245, 0.065415, -65.486559, 32956 
2329, 1264560, 32768, 504645.809167, 2017-Jun-16, 20:10:45.809, 35.223970, -119.237744, 3204.966049, 33.711275, -70.242483, -0.106509, 2.169482, 0.054064, -65.486181, 33409 
2330, 1265056, 32768, 504645.909167, 2017-Jun-16, 20:10:45.909, 35.224000, -119.237821, 3204.954910, 33.718161, -70.266466, -0.115349, 2.160376, 0.045248, -65.483885, 39456 
2331, 1265763, 32768, 504646.009167, 2017-Jun-16, 20:10:46.009, 35.224030, -119.237898, 3204.970398, 33.728407, -70.290375, -0.126664, 2.153588, 0.054822, -65.479226, 28616 
2332, 1266260, 32768, 504646.109167, 2017-Jun-16, 20:10:46.109, 35.224060, -119.237976, 3204.958160, 33.718859, -70.334068, -0.128168, 2.154763, 0.107244, -65.470182, 12750 
2333, 1266757, 32768, 504646.209167, 2017-Jun-16, 20:10:46.209, 35.224091, -119.238053, 3204.944855, 33.728607, -70.357729, -0.138540, 2.164793, 0.236604, -65.459074, 65103 
2334, 1267501, 32768, 504646.309264, 2017-Jun-16, 20:10:46.309, 17.375010, 75.038726, -31505.763016, 445.694342, 414.804201, -37.238652, -161.123407, 114.803438, 168.456030, 57809 
2335, 1267999, 32768, 504646.409167, 2017-Jun-16, 20:10:46.409, 35.224151, -119.238207, 3204.915787, 33.756828, -70.399645, -0.147939, 2.208716, 0.735784, -65.405259, 59437 
2336, 1268496, 32768, 504646.509167, 2017-Jun-16, 20:10:46.509, 35.224182, -119.238285, 3204.900894, 33.777439, -70.417021, -0.146461, 2.237853, 1.090478, -65.368800, 43560 
2337, 1268992, 32768, 504646.609167, 2017-Jun-16, 20:10:46.609, 35.224212, -119.238362, 3204.886429, 33.804274, -70.430847, -0.140124, 2.270447, 1.502067, -65.328474, 17235 
2338, 1269491, 32768, 504646.709167, 2017-Jun-16, 20:10:46.709, 35.224243, -119.238439, 3204.872894, 33.839035, -70.443295, -0.128840, 2.304075, 1.962883, -65.284267, 35910 
2339, 1269988, 32768, 504646.809167, 2017-Jun-16, 20:10:46.809, 35.224273, -119.238517, 3204.860870, 33.883770, -70.449219, -0.112165, 2.339563, 2.463046, -65.239112, 29910 
2340, 1270486, 32768, 504646.909167, 2017-Jun-16, 20:10:46.909, 35.224304, -119.238594, 3204.850662, 33.932838, -70.452385, -0.090920, 2.371812, 2.997744, -65.193497, 13693 
2341, 1271192, 32768, 504647.009167, 2017-Jun-16, 20:10:47.009, 35.224335, -119.238671, 3204.800278, 33.994106, -70.448849, -0.065657, 2.402668, 3.553913, -65.149492, 59392 
2342, 1271689, 32768, 504647.109167, 2017-Jun-16, 20:10:47.109, 35.224365, -119.238749, 3204.794724, 34.056738, -70.451422, -0.040483, 2.430539, 4.131444, -65.106087, 30659 
2343, 1272186, 32768, 504647.209167, 2017-Jun-16, 20:10:47.209, 35.224396, -119.238826, 3204.791977, 34.133614, -70.440500, -0.012954, 2.456649, 4.724043, -65.065924, 15765 
2344, 1272931, 32768, 504647.309264, 2017-Jun-16, 20:10:47.309, 17.453159, 74.840715, -31541.231766, 568.279791, 403.347658, 4.402950, -85.291457, -76.849837, -86.513128, 52945 
2345, 1273428, 32768, 504647.409167, 2017-Jun-16, 20:10:47.409, 35.224457, -119.238981, 3204.795074, 34.312065, -70.403847, 0.044405, 2.500378, 5.935734, -64.986036, 15845 
2346, 1273925, 32768, 504647.509167, 2017-Jun-16, 20:10:47.509, 35.224488, -119.239058, 3204.800842, 34.415564, -70.378605, 0.070642, 2.519535, 6.551107, -64.946950, 3480 
2347, 1274421, 32768, 504647.609167, 2017-Jun-16, 20:10:47.609, 35.224519, -119.239135, 3204.809341, 34.524902, -70.349855, 0.098489, 2.539250, 7.167994, -64.906858, 62291 
2348, 1274918, 32768, 504647.709167, 2017-Jun-16, 20:10:47.709, 35.224550, -119.239212, 3204.820389, 34.644167, -70.315729, 0.123653, 2.558107, 7.783149, -64.866021, 50962 
2349, 1275414, 32768, 504647.809167, 2017-Jun-16, 20:10:47.809, 35.224582, -119.239290, 3204.833969, 34.772652, -70.278286, 0.148393, 2.575172, 8.398390, -64.821932, 61140 
2350, 1275911, 32768, 504647.909167, 2017-Jun-16, 20:10:47.909, 35.224613, -119.239367, 3204.849854, 34.906340, -70.237469, 0.171873, 2.592280, 9.005007, -64.773379, 39392 
2351, 1276616, 32768, 504648.009167, 2017-Jun-16, 20:10:48.009, 35.224645, -119.239444, 3204.784973, 35.050253, -70.191244, 0.192601, 2.609562, 9.609298, -64.718839, 15700 
2352, 1277112, 32768, 504648.109167, 2017-Jun-16, 20:10:48.109, 35.224676, -119.239521, 3204.804565, 35.192879, -70.150904, 0.207409, 2.625550, 10.201740, -64.658343, 33555 
2353, 1277610, 32768, 504648.209167, 2017-Jun-16, 20:10:48.209, 35.224708, -119.239597, 3204.826355, 35.351561, -70.095926, 0.227978, 2.639767, 10.788543, -64.591395, 52363 
2354, 1278356, 32768, 504648.309264, 2017-Jun-16, 20:10:48.309, 17.533454, 74.643304, -31526.376297, 900.385260, 501.729982, 62.904171, -39.319789, -151.149862, 59.743826, 53792 
2355, 1278856, 32768, 504648.409167, 2017-Jun-16, 20:10:48.409, 35.224772, -119.239752, 3204.875504, 35.688858, -69.979044, 0.263323, 2.662969, 11.928084, -64.417262, 34227 
2356, 1279352, 32768, 504648.509167, 2017-Jun-16, 20:10:48.509, 35.224804, -119.239828, 3204.902557, 35.870239, -69.912842, 0.278197, 2.670021, 12.485176, -64.311570, 36737 
2357, 1279848, 32768, 504648.609167, 2017-Jun-16, 20:10:48.609, 35.224837, -119.239905, 3204.930847, 36.056583, -69.844296, 0.289477, 2.674057, 13.028672, -64.191299, 55622 
2358, 1280347, 32768, 504648.709167, 2017-Jun-16, 20:10:48.709, 35.224869, -119.239982, 3204.960129, 36.251448, -69.769926, 76.219977, 14.135370, 27.685588, -20.632117, 53874 
2359, 1280848, 32768, 504648.809167, 2017-Jun-16, 20:10:48.809, 35.224902, -119.240058, 3204.990234, 36.452959, -69.692595, 0.304623, 2.673077, 18.317245, -159.579848, 31698 
2360, 1281355, 32768, 504648.909167, 2017-Jun-16, 20:10:48.909, 35.224935, -119.240135, 3205.020935, 36.661644, -69.610312, 0.308935, 2.666416, 18.843003, -116.667122, 21714 
2361, 1282073, 32768, 504649.009167, 2017-Jun-16, 20:10:49.009, 35.224968, -119.240211, 3205.016434, 36.879696, -69.524118, 0.309381, 2.657818, 19.363505, -69.594912, 6610 
2362, 1282576, 32768, 504649.109167, 2017-Jun-16, 20:10:49.109, 35.225002, -119.240286, 3205.047546, 37.133957, -69.419258, 0.310946, 2.642775, 15.663889, -63.352388, 14793 
2363, 1283072, 32768, 504649.209167, 2017-Jun-16, 20:10:49.209, 35.225036, -119.240363, 3205.078537, 37.368116, -69.323103, 0.309756, 2.625464, 16.179378, -63.128352, 38740 
2364, 1283816, 32768, 504649.309264, 2017-Jun-16, 20:10:49.309, 17.617782, 74.447739, -31460.075516, -612.071283, 711.287111, 77.358272, -52.930198, -45.873241, 98.436471, 11731 
2365, 1284315, 32768, 504649.409167, 2017-Jun-16, 20:10:49.409, 35.225103, -119.240515, 3205.138916, 37.856926, -69.117357, 0.294439, 2.580287, 17.213635, -62.650670, 38388 
2366, 1284812, 32768, 504649.509167, 2017-Jun-16, 20:10:49.509, 35.225138, -119.240590, 3205.167786, 38.115601, -69.006039, 0.283755, 2.551849, 17.731636, -62.392622, 23843 
2367, 1285309, 32768, 504649.609167, 2017-Jun-16, 20:10:49.609, 35.225172, -119.240666, 3205.195526, 38.383444, -68.889406, 0.269597, 2.519085, 18.255514, -62.123156, 28145 
2368, 1285806, 32768, 504649.709167, 2017-Jun-16, 20:10:49.709, 35.225207, -119.240742, 3205.221802, 38.656761, -68.769125, 0.254292, 2.482285, 18.781866, -61.844532, 56264 
2369, 1286304, 32768, 504649.809167, 2017-Jun-16, 20:10:49.809, 35.225242, -119.240817, 3205.246353, 38.943222, -68.641321, 0.234195, 2.445276, 19.310862, -61.559510, 11351 
2370, 1286800, 32768, 504649.909167, 2017-Jun-16, 20:10:49.909, 35.225277, -119.240892, 3205.268295, 39.237095, -68.508444, 0.203469, 2.421360, 19.847761, -61.267066, 16886 
2371, 1287505, 32768, 504650.009167, 2017-Jun-16, 20:10:50.009, 35.225313, -119.240968, 3205.193207, 39.537643, -68.372282, 0.168474, 2.426900, 20.385476, -60.965625, 7077 
2372, 1288002, 32768, 504650.109167, 2017-Jun-16, 20:10:50.109, 35.225350, -119.241042, 3205.207535, 39.894331, -68.204037, 0.131148, 2.460265, 20.933836, -60.658047, 64903 
2373, 1288500, 32768, 504650.209167, 2017-Jun-16, 20:10:50.209, 35.225386, -119.241116, 3205.219559, 40.213705, -68.051477, 0.112522, 2.511015, 21.477232, -60.339936, 52640 
2374, 1289244, 32768, 504650.309264, 2017-Jun-16, 20:10:50.309, 17.708119, 74.255135, -31429.087234, 140.171881, -995.237302, 25.942012, -61.157112, -123.061852, 113.760854, 33749 
2375, 1289742, 32768, 504650.409167, 2017-Jun-16, 20:10:50.409, 35.225459, -119.241265, 3205.240204, 40.890425, -67.716845, 0.101299, 2.639556, 14.139371, -164.814104, 25301 
2376, 1290239, 32768, 504650.509167, 2017-Jun-16, 20:10:50.509, 35.225496, -119.241340, 3205.250595, 41.242769, -67.537321, 0.108640, 2.704657, 23.096095, -59.386905, 17587 
2377, 1290735, 32768, 504650.609167, 2017-Jun-16, 20:10:50.609, 35.225533, -119.241414, 3205.261948, 41.605194, -67.347853, 0.120846, 2.765820, 23.620182, -59.066447, 47749 
2378, 1291234, 32768, 504650.709167, 2017-Jun-16, 20:10:50.709, 35.225571, -119.241487, 3205.274841, 41.973505, -67.151758, 0.139021, 2.817426, 24.135338, -58.745691, 59433 
2379, 1291732, 32768, 504650.809167, 2017-Jun-16, 20:10:50.809, 35.225609, -119.241561, 3205.289642, 42.349291, -66.948542, 40.314206, 12.099080, -177.250886, 163.746287, 63958 
2380, 1292230, 32768, 504650.909167, 2017-Jun-16, 20:10:50.909, 35.225647, -119.241634, 3205.306320, 42.733549, -66.738317, 0.175005, 2.889761, 25.071315, -58.098825, 43244 
2381, 1292939, 32768, 504651.009167, 2017-Jun-16, 20:10:51.009, 35.225686, -119.241708, 3205.187103, 43.120705, -66.523205, 0.193862, 24.702974, 45.487948, -30.138801, 53718 
2382, 1293437, 32768, 504651.109167, 2017-Jun-16, 20:10:51.109, 35.225725, -119.241780, 3205.205536, 43.520535, -66.280771, 0.192941, 2.914976, 25.882836, -57.447256, 14281 
2383, 1293934, 32768, 504651.209167, 2017-Jun-16, 20:10:51.209, 35.225765, -119.241853, 3205.225403, 43.915258, -66.053942, 0.204172, 2.910129, 26.250148, -57.102412, 38587 
2384, 1294677, 32768, 504651.309264, 2017-Jun-16, 20:10:51.309, 17.805923, 74.067251, -31424.966141, -943.506830, -466.386228, 54.235713, 20.644555, -32.005405, -132.385124, 64727 
2385, 1295176, 32768, 504651.409167, 2017-Jun-16, 20:10:51.409, 35.225845, -119.241997, 3205.267639, 44.716558, -65.584463, 0.214746, 2.864809, 26.917030, -56.427202, 18085 
2386, 1295674, 32768, 504651.509167, 2017-Jun-16, 20:10:51.509, 35.225885, -119.242069, 3205.289124, 45.119230, -65.343500, 0.214818, 2.824195, 27.224506, -56.081852, 39828 
2387, 1296170, 32768, 504651.609167, 2017-Jun-16, 20:10:51.609, 35.225926, -119.242141, 3205.310211, 45.526459, -65.096458, 0.207755, 2.771261, 27.518045, -55.732110, 52968 
2388, 1296667, 32768, 504651.709167, 2017-Jun-16, 20:10:51.709, 35.225967, -119.242212, 3205.330200, 45.931522, -64.847839, 0.192716, 2.701894, 27.803199, -55.378423, 5470 
2389, 1297164, 32768, 504651.809167, 2017-Jun-16, 20:10:51.809, 35.226009, -119.242283, 3205.348267, 46.339186, -64.597427, 0.168688, 2.621243, 28.077878, -55.019034, 28216 
2390, 1297661, 32768, 504651.909167, 2017-Jun-16, 20:10:51.909, 35.226051, -119.242354, 3205.363495, 46.747677, -64.342073, 0.133479, 2.532919, 28.336114, -54.653492, 14665 
2391, 1298366, 32768, 504652.009167, 2017-Jun-16, 20:10:52.009, 35.226093, -119.242424, 3205.293747, 47.155621, -64.084843, 0.091325, 2.441919, 28.562868, -54.282636, 34913 
2392, 1298862, 32768, 504652.109167, 2017-Jun-16, 20:10:52.109, 35.226134, -119.242495, 3205.299362, 47.524324, -63.816673, 0.031191, 2.352698, 28.750455, -53.906079, 428 
