%============================================================================= 
%NGDCS Check V10: Message 3501 Navigation Solution of ang20170616t200614_gps 
%* If present "Date" and "Abs Time" are derived and not original Msg3501 data 
%============================================================================= 
%Msg3501#, StartByte, Flag, Time, Date, Abs Time, Lat, Lon, Alt, VelN, VelE, VelUp, Pitch, Roll, HeadTrue, DataCheckSum 
501, 271391, 32768, 504463.000417, 2017-Jun-16, 20:07:43.000, 35.169821, -119.099659, 3203.000793, 34.534300, -73.079819, -0.073036, 2.087194, 0.654809, -65.322746, 23 
502, 271889, 32768, 504463.100417, 2017-Jun-16, 20:07:43.100, 35.169852, -119.099739, 3202.993683, 34.534271, -73.058977, -0.068451, 2.106888, 0.628820, -65.316050, 34046 
503, 272386, 32768, 504463.200417, 2017-Jun-16, 20:07:43.200, 35.169883, -119.099819, 3202.986862, 34.541664, -73.042990, -0.067598, 2.120168, 0.602347, -65.310924, 41035 
504, 273130, 32768, 504463.300417, 2017-Jun-16, 20:07:43.300, 35.169914, -119.099899, 3202.980118, 34.547674, -73.026125, -0.066005, 2.130120, 0.572495, -65.307381, 15352 
505, 273626, 32768, 504463.400417, 2017-Jun-16, 20:07:43.400, 35.169945, -119.099979, 3202.973572, 34.555408, -73.009432, -0.064465, 2.142598, 0.540612, -65.304033, 48474 
506, 274125, 32768, 504463.500417, 2017-Jun-16, 20:07:43.500, 35.169976, -119.100059, 3202.967316, 34.558554, -72.994522, -0.060401, 2.155772, 0.506816, -156.950468, 24785 
507, 274623, 32768, 504463.600417, 2017-Jun-16, 20:07:43.600, 35.170008, -119.100139, 3202.961548, 34.564011, -72.978931, -0.056583, 2.170262, 0.475016, -65.295736, 29932 
508, 275119, 32768, 504463.700417, 2017-Jun-16, 20:07:43.700, 35.170039, -119.100219, 3202.956238, 34.567602, -72.962585, -0.050823, 2.182722, 0.443163, -65.289705, 31370 
509, 275615, 32768, 504463.800417, 2017-Jun-16, 20:07:43.800, 35.170070, -119.100299, 3202.951355, 34.570700, -72.947212, -0.046602, 2.193531, 0.414614, -65.283659, 19204 
510, 276111, 32768, 504463.900417, 2017-Jun-16, 20:07:43.900, 35.170101, -119.100379, 3202.946930, 34.577044, -72.929491, -0.040821, 2.203396, 0.391079, -65.278068, 14398 
511, 276816, 32768, 504464.000417, 2017-Jun-16, 20:07:44.000, 35.170132, -119.100459, 3203.008133, 34.578493, -72.914333, -0.036586, 2.213430, 0.369399, -65.275228, 32869 
512, 277312, 32768, 504464.100417, 2017-Jun-16, 20:07:44.100, 35.170163, -119.100539, 3203.005615, 34.590078, -72.892735, -0.023417, 2.222448, 0.350520, -65.274764, 8441 
513, 277809, 32768, 504464.200417, 2017-Jun-16, 20:07:44.200, 35.170194, -119.100619, 3203.003494, 34.592653, -72.877949, -0.019433, 2.229136, 0.336875, -65.277128, 36144 
514, 278554, 32768, 504464.300417, 2017-Jun-16, 20:07:44.300, 35.170225, -119.100699, 3203.001770, 34.594704, -72.863161, -0.016617, 2.237594, 0.327001, -65.281865, 29552 
515, 279050, 32768, 504464.400417, 2017-Jun-16, 20:07:44.400, 35.170257, -119.100779, 3203.000458, 34.598812, -72.846233, -0.010845, 2.245470, 0.317401, -65.289360, 44518 
516, 279547, 32768, 504464.500417, 2017-Jun-16, 20:07:44.500, 35.170288, -119.100859, 3202.999649, 34.599604, -72.831896, -0.006744, 2.254726, 0.308790, -65.299378, 11661 
517, 280044, 32768, 504464.600417, 2017-Jun-16, 20:07:44.600, 35.170319, -119.100939, 3202.999207, 34.601299, -72.816668, -0.001315, 2.264404, 0.298529, -65.311099, 7191 
518, 280541, 32768, 504464.700417, 2017-Jun-16, 20:07:44.700, 35.170350, -119.101019, 3202.999100, 34.602211, -72.802427, -0.000083, 2.274748, 0.283119, -65.324515, 23376 
519, 281037, 32768, 504464.800417, 2017-Jun-16, 20:07:44.800, 35.170381, -119.101099, 3202.999313, 34.600300, -72.789444, 0.005857, 2.285103, 0.262634, -65.339905, 56663 
520, 281534, 32768, 504464.900417, 2017-Jun-16, 20:07:44.900, 35.170413, -119.101178, 3203.000198, 34.600092, -72.774605, 0.012637, 2.297005, 0.237027, -65.355863, 64557 
521, 282239, 32768, 504465.000417, 2017-Jun-16, 20:07:45.000, 35.170444, -119.101258, 3203.035583, 34.597073, -72.761534, 0.021263, 2.305440, 0.212511, -65.371559, 35640 
522, 282735, 32768, 504465.100417, 2017-Jun-16, 20:07:45.100, 35.170475, -119.101338, 3203.038635, 34.588755, -72.745441, 0.034743, 2.315335, 0.184099, -65.386573, 23736 
523, 283231, 32768, 504465.200417, 2017-Jun-16, 20:07:45.200, 35.170506, -119.101418, -31989.945435, 661.989264, -187.588377, 12.251826, -125.513005, 39.453278, 177.466063, 52945 
524, 283975, 32768, 504465.300417, 2017-Jun-16, 20:07:45.300, 35.170537, -119.101497, 3203.048111, 34.580873, -72.720469, 0.057796, 2.328189, 0.122108, -65.413945, 53063 
525, 284472, 32768, 504465.400417, 2017-Jun-16, 20:07:45.400, 35.170568, -119.101577, 3203.054382, 34.577051, -72.706255, 0.069180, 2.331879, 0.090820, -65.425942, 47275 
526, 284968, 32768, 504465.500417, 2017-Jun-16, 20:07:45.500, 35.170599, -119.101657, 3203.061783, 34.569912, -72.696262, 0.081164, 2.333937, 0.062937, -65.436875, 22100 
527, 285467, 32768, 504465.600417, 2017-Jun-16, 20:07:45.600, 35.170630, -119.101737, 3203.070358, 34.564638, -72.682987, 0.091949, 2.337945, 0.036543, -65.445020, 45381 
528, 285964, 32768, 504465.700417, 2017-Jun-16, 20:07:45.700, 35.170662, -119.101816, 3203.080124, 34.558014, -72.672083, 0.102005, 2.338379, 0.015221, 164.465548, 59345 
529, 286461, 32768, 504465.800417, 2017-Jun-16, 20:07:45.800, 35.170693, -119.101896, 3203.090759, 34.552414, -72.660582, 0.109707, 2.338115, -0.001997, -65.457357, 53892 
530, 286957, 32768, 504465.900417, 2017-Jun-16, 20:07:45.900, 35.170724, -119.101976, 3203.102173, 34.545713, -72.648540, 0.118105, 2.337679, -0.015897, -65.462226, 17964 
531, 287661, 32768, 504466.000417, 2017-Jun-16, 20:07:46.000, 35.170755, -119.102056, 3203.097382, 34.538635, -72.637104, 0.122939, 2.335779, -0.027021, -65.466037, 29895 
532, 288157, 32768, 504466.100417, 2017-Jun-16, 20:07:46.100, 35.170786, -119.102134, 3203.109543, 34.519184, -72.632711, 0.123897, 2.334382, -0.033362, -65.468999, 15746 
533, 288654, 32768, 504466.200417, 2017-Jun-16, 20:07:46.200, 35.170817, -119.102214, 3203.122055, 34.509789, -72.622459, 0.128367, 2.333018, -0.034842, -65.472749, 43540 
534, 289396, 32768, 504466.300417, 2017-Jun-16, 20:07:46.300, 35.170849, -119.102293, 3203.134872, 34.501350, -72.610750, 0.128593, 2.332186, -0.035278, -65.472235, 5474 
535, 289894, 32768, 504466.400417, 2017-Jun-16, 20:07:46.400, 35.170880, -119.102373, 3203.147720, 34.497368, -72.598297, 0.128731, 2.332391, -0.030316, -65.470960, 1912 
536, 290390, 32768, 504466.500417, 2017-Jun-16, 20:07:46.500, 35.170911, -119.102452, 3203.160690, 34.488745, -72.587549, 0.130294, 2.336646, -0.024161, -65.469960, 14912 
537, 290886, 32768, 504466.600417, 2017-Jun-16, 20:07:46.600, 35.170942, -119.102532, 3203.173782, 34.483591, -72.573748, 0.131303, 2.343355, -0.014346, -65.468458, 2008 
538, 291384, 32768, 504466.700417, 2017-Jun-16, 20:07:46.700, 35.170973, -119.102612, 3203.187012, 34.476351, -72.562092, 0.132654, 2.351887, -0.003685, -65.467206, 33919 
539, 291880, 32768, 504466.800417, 2017-Jun-16, 20:07:46.800, 35.171004, -119.102691, 3203.200439, 34.469101, -72.550642, 0.135730, 2.360932, 0.005888, -65.466007, 4598 
540, 292376, 32768, 504466.900417, 2017-Jun-16, 20:07:46.900, 35.171035, -119.102771, 3203.214172, 34.464890, -72.536739, 0.139870, 2.371068, 0.013040, -65.465573, 52064 
541, 293081, 32768, 504467.000417, 2017-Jun-16, 20:07:47.000, 35.171066, -119.102850, 3203.196014, 34.456606, -72.525057, 0.143612, 2.378706, 0.018066, -65.464525, 32390 
542, 293578, 32768, 504467.100417, 2017-Jun-16, 20:07:47.100, 35.171097, -119.102930, 3203.210526, 34.468584, -72.523537, 0.147360, 2.385155, 0.022986, -65.463407, 3418 
543, 294074, 32768, 504467.200417, 2017-Jun-16, 20:07:47.200, 35.171128, -119.103010, 3203.225418, 34.461809, -72.511772, 0.150457, 2.394587, 0.025561, -65.462566, 55449 
544, 294819, 32768, 504467.300417, 2017-Jun-16, 20:07:47.300, 35.171159, -119.103089, 3203.240585, 34.456221, -72.498608, 0.152863, 2.403214, 0.029595, -65.462502, 39439 
545, 295315, 32768, 504467.400417, 2017-Jun-16, 20:07:47.400, 35.171190, -119.103169, 3203.256088, 34.450806, -72.486401, 0.156181, 2.412470, 0.033819, -65.462883, 18658 
546, 295811, 32768, 504467.500417, 2017-Jun-16, 20:07:47.500, 35.171221, -119.103249, 3203.271988, 34.442968, -72.473124, 0.160316, 2.420726, 0.038308, -65.464932, 27645 
547, 296307, 32768, 504467.600417, 2017-Jun-16, 20:07:47.600, 35.171252, -119.103328, 3203.288010, 34.438984, -72.460802, 0.161003, 2.428554, 0.043509, -65.466552, 29276 
548, 296804, 32768, 504467.700417, 2017-Jun-16, 20:07:47.700, 35.171283, -119.103407, 3203.304337, 34.431208, -72.448425, 0.166104, 2.436847, 0.049075, -65.467520, 11773 
549, 297307, 32768, 504467.800417, 2017-Jun-16, 20:07:47.800, 35.171314, -119.103487, 3203.321030, 34.424866, -72.435520, 0.170255, 2.444157, 14.137053, 160.339665, 34769 
550, 297805, 32768, 504467.900417, 2017-Jun-16, 20:07:47.900, 35.171345, -119.103567, 3203.338211, 34.418612, -72.421934, 0.174266, 2.450714, 0.071235, -65.467148, 41071 
551, 298509, 32768, 504468.000417, 2017-Jun-16, 20:07:48.000, 35.171376, -119.103646, 3203.344711, 34.410948, -72.410339, 0.179250, 2.454975, 0.082833, -65.466027, 42631 
552, 299005, 32768, 504468.100417, 2017-Jun-16, 20:07:48.100, 35.171408, -119.103725, 3203.362915, 34.410820, -72.398773, 0.184163, 2.460376, 0.097622, -65.463643, 26009 
553, 299501, 32768, 504468.200417, 2017-Jun-16, 20:07:48.200, 35.171439, -119.103805, 3203.381592, 34.403965, -72.385809, 0.189539, 2.463947, 0.113337, -65.459192, 6296 
554, 300243, 32768, 504468.300417, 2017-Jun-16, 20:07:48.300, 35.171470, -119.103884, 3203.400955, 34.396904, -72.373640, 0.197139, 2.465556, 0.130000, -65.454087, 53802 
555, 300739, 32768, 504468.400417, 2017-Jun-16, 20:07:48.400, 35.171501, -119.103964, 3203.420959, 34.392923, -72.360485, 0.202440, 2.464872, 0.143722, -65.448827, 27075 
556, 301235, 32768, 504468.500417, 2017-Jun-16, 20:07:48.500, 35.171532, -119.104043, 3203.441193, 34.388367, -72.346630, 0.202692, 2.462735, 0.155989, -65.443574, 45441 
557, 301732, 32768, 504468.600417, 2017-Jun-16, 20:07:48.600, 35.171563, -119.104122, 3203.461426, 34.383652, -72.332468, 0.201957, 2.462464, 0.166038, -65.438494, 6306 
558, 302228, 32768, 504468.700417, 2017-Jun-16, 20:07:48.700, 35.171594, -119.104202, 3203.481613, 34.379997, -72.319136, 0.203168, 2.462333, 0.171956, -65.434747, 26132 
559, 302725, 32768, 504468.800417, 2017-Jun-16, 20:07:48.800, 35.171625, -119.104281, 3203.501831, 34.374762, -72.305918, 0.201359, 2.463222, 0.180757, -65.431060, 9971 
560, 303221, 32768, 504468.900417, 2017-Jun-16, 20:07:48.900, 35.171656, -119.104360, 3203.521866, 34.370113, -72.290689, 0.198618, 2.462937, 0.188234, -65.427126, 17197 
561, 303926, 32768, 504469.000417, 2017-Jun-16, 20:07:49.000, 35.171687, -119.104440, 3203.540817, 34.363733, -72.278719, 0.197387, 2.463559, 0.194512, -65.422713, 29575 
562, 304423, 32768, 504469.100417, 2017-Jun-16, 20:07:49.100, 35.171717, -119.104519, 3203.560684, 34.357492, -72.260218, 0.198429, 2.467217, 0.203010, -65.417195, 12145 
563, 304920, 32768, 504469.200417, 2017-Jun-16, 20:07:49.200, 35.171748, -119.104598, 3203.580505, 34.349838, -72.246939, 0.197826, 2.470379, 0.210985, -65.410970, 16442 
564, 305663, 32768, 504469.300417, 2017-Jun-16, 20:07:49.300, 35.171779, -119.104678, 3203.600357, 34.345688, -72.233559, 0.199308, 2.471999, 0.221492, -65.402179, 31889 
565, 306160, 32768, 504469.400417, 2017-Jun-16, 20:07:49.400, 35.171810, 109.182345, -31841.247391, 599.897467, -55.970213, 50.829951, -86.943355, 58.925343, 179.324169, 34769 
566, 306657, 32768, 504469.500417, 2017-Jun-16, 20:07:49.500, 35.171841, -119.104836, 3203.639832, 34.338076, -72.204584, 0.195704, 2.470252, 0.241508, -65.384539, 10155 
567, 307154, 32768, 504469.600417, 2017-Jun-16, 20:07:49.600, 3.999239, 109.141748, -31831.235672, 598.148443, -48.647947, 49.428096, -88.411746, 64.921131, -176.302714, 59345 
568, 307654, 32768, 504469.700417, 2017-Jun-16, 20:07:49.700, 35.171903, -119.104994, 3203.678314, 34.333294, -72.175976, 0.187653, 2.465425, 0.270496, -65.367605, 61847 
569, 308150, 32768, 504469.800417, 2017-Jun-16, 20:07:49.800, 35.171934, -119.105074, 3203.696793, 34.330772, -72.160912, 0.181263, 2.463317, 0.286089, -65.360267, 22551 
570, 308646, 32768, 504469.900417, 2017-Jun-16, 20:07:49.900, 35.171965, -119.105153, 3203.714722, 34.328733, -72.147083, 0.175863, 2.461205, 0.301767, -65.353435, 53396 
571, 309351, 32768, 504470.000417, 2017-Jun-16, 20:07:50.000, 35.171996, -119.105232, 3203.790665, 34.325943, -72.133173, 0.171688, 2.459906, 0.315044, -65.346884, 36049 
572, 309847, 32768, 504470.100417, 2017-Jun-16, 20:07:50.100, 35.172027, -119.105311, 3203.808289, 34.323778, -72.107502, 0.172867, 2.458153, 0.325942, -65.340479, 20250 
573, 310344, 32768, 504470.200417, 2017-Jun-16, 20:07:50.200, 35.172057, -119.105390, 3203.825104, 34.322556, -72.092070, 0.165222, 2.456451, 0.329011, -65.334638, 11560 
574, 311086, 32768, 504470.300417, 2017-Jun-16, 20:07:50.300, 35.172088, -119.105469, 3203.840927, 34.320465, -72.079142, 0.154345, 2.455857, 0.330319, -65.329850, 37160 
575, 311583, 32768, 504470.400417, 2017-Jun-16, 20:07:50.400, 35.172119, -119.105548, 3203.855911, 34.320295, -72.063995, 0.145617, 2.457343, 0.324885, -65.325601, 46117 
576, 312080, 32768, 504470.500417, 2017-Jun-16, 20:07:50.500, 35.172150, -119.105627, 3203.870010, 34.317865, -72.050404, 0.135961, 2.456377, 0.323066, -65.320206, 37531 
577, 312576, 32768, 504470.600417, 2017-Jun-16, 20:07:50.600, 35.172181, -119.105706, 3203.883347, 34.316948, -72.037140, 0.129116, 2.454916, 0.324629, -65.314171, 44097 
578, 313072, 32768, 504470.700417, 2017-Jun-16, 20:07:50.700, 35.172212, -119.105785, 3203.895935, 34.315540, -72.022337, 0.121884, 2.453544, 0.333589, -65.308878, 34384 
579, 313568, 32768, 504470.800417, 2017-Jun-16, 20:07:50.800, 35.172243, -119.105864, 3203.907883, 34.314121, -72.010027, 0.116574, 2.451350, 0.343158, -65.303388, 26126 
580, 314066, 32768, 504470.900417, 2017-Jun-16, 20:07:50.900, 35.172274, -119.105943, 3203.919113, 34.315931, -71.994238, 0.109954, 2.448690, 0.356011, -65.298737, 48503 
581, 314771, 32768, 504471.000417, 2017-Jun-16, 20:07:51.000, 35.172305, -119.106022, 3203.952576, 34.313671, -71.981091, 0.105576, 2.446239, 0.367206, -65.295489, 47314 
582, 315268, 32768, 504471.100417, 2017-Jun-16, 20:07:51.100, 35.172336, -119.106101, 3203.963165, 34.309834, -71.961401, 0.103988, 2.440813, 0.380955, -65.292965, 44401 
583, 315766, 32768, 504471.200417, 2017-Jun-16, 20:07:51.200, 35.172367, -119.106180, 3203.973114, 34.307539, -71.948135, 0.095108, 2.436501, 0.389796, -65.291795, 63541 
584, 316508, 32768, 504471.300417, 2017-Jun-16, 20:07:51.300, 35.172397, -119.106259, 3203.982101, 34.307669, -71.933495, 0.083567, 2.433442, 0.393765, -65.290874, 60981 
585, 317004, 32768, 504471.400417, 2017-Jun-16, 20:07:51.400, 35.172428, -119.106338, 3203.990143, 34.309151, -71.919943, 0.077332, 2.433712, 0.395305, -65.290559, 43293 
586, 317501, 32768, 504471.500417, 2017-Jun-16, 20:07:51.500, 35.172459, -119.106417, 3203.997757, 34.306803, -71.907093, 0.073769, 2.438087, 0.395860, -65.290958, 826 
587, 317997, 32768, 504471.600417, 2017-Jun-16, 20:07:51.600, 35.172490, -119.106496, 3204.004959, 34.308342, -71.893101, 0.069405, 2.439587, 0.387640, -65.293817, 52323 
588, 318494, 32768, 504471.700417, 2017-Jun-16, 20:07:51.700, 35.172521, -119.106575, 3204.011536, 34.307495, -71.878963, 0.062670, 2.441610, 0.381667, -65.298002, 30770 
589, 318991, 32768, 504471.800417, 2017-Jun-16, 20:07:51.800, 35.172552, -119.106653, 3204.017441, 34.305119, -71.865866, 0.057014, 2.443148, 0.368650, -65.303218, 48972 
590, 319487, 32768, 504471.900417, 2017-Jun-16, 20:07:51.900, 35.172583, -119.106732, 3204.022797, 34.306339, -71.852531, 0.051371, 2.446637, 0.357001, -65.308904, 25172 
591, 320191, 32768, 504472.000417, 2017-Jun-16, 20:07:52.000, 35.172614, -119.106811, 3204.019302, 34.302870, -71.840179, 0.044888, 2.450464, 0.340782, -65.316732, 26099 
592, 320688, 32768, 504472.100417, 2017-Jun-16, 20:07:52.100, 4.196993, 108.636162, -31737.907547, 588.541021, 43.596193, 10.831905, -91.621428, 82.898626, -163.570719, 55505 
593, 321185, 32768, 504472.200417, 2017-Jun-16, 20:07:52.200, 35.172675, -119.106969, 3204.027802, 34.296465, -71.816381, 0.037285, 2.460253, 0.309228, -65.335998, 22938 
594, 321928, 32768, 504472.300417, 2017-Jun-16, 20:07:52.300, 35.172706, -119.107048, 3204.031326, 34.292749, -71.804485, 0.032889, 2.465512, 0.292000, -65.346313, 45123 
595, 322425, 32768, 504472.400417, 2017-Jun-16, 20:07:52.400, 35.172737, -119.107126, 3204.034454, 34.291330, -71.791212, 0.029057, 2.472398, 0.276101, -65.357172, 29681 
596, 322921, 32768, 504472.500417, 2017-Jun-16, 20:07:52.500, 35.172768, -119.107205, 3204.037262, 34.286373, -71.780434, 0.027534, 2.477182, 0.256979, -65.368495, 25593 
597, 323418, 32768, 504472.600417, 2017-Jun-16, 20:07:52.600, 35.172799, -119.107284, -31733.948471, 584.714361, 59.417971, 5.930538, -84.480228, 61.913023, -177.478552, 19409 
598, 323915, 32768, 504472.700417, 2017-Jun-16, 20:07:52.700, 35.172830, -119.107363, -31733.946365, 583.373541, 62.310061, 5.167842, -82.688727, 58.074074, 179.421973, 37841 
599, 324414, 32768, 504472.800417, 2017-Jun-16, 20:07:52.800, 35.172861, -119.107441, 3204.043701, 34.273355, -71.744743, 0.016658, 2.497110, 0.213404, -65.404624, 7089 
600, 324912, 32768, 504472.900417, 2017-Jun-16, 20:07:52.900, 35.172892, -119.107520, 3204.045166, 34.269552, -71.733160, 0.012834, 2.504816, 0.201491, -65.414828, 666 
601, 325616, 32768, 504473.000417, 2017-Jun-16, 20:07:53.000, 35.172922, -119.107599, 3204.094971, 34.262054, -71.721964, 0.008870, 2.512541, 0.185870, -65.425394, 48254 
602, 326114, 32768, 504473.100417, 2017-Jun-16, 20:07:53.100, 4.273970, 108.434503, -31719.149734, 578.821295, 73.504885, 5.380733, -74.675231, 44.666162, 168.628979, 56529 
603, 326612, 32768, 504473.200417, 2017-Jun-16, 20:07:53.200, 35.172984, -119.107756, 3204.099045, 34.254141, -71.702555, 0.019278, 2.527011, 0.158142, -65.444004, 41714 
604, 327355, 32768, 504473.300417, 2017-Jun-16, 20:07:53.300, 35.173015, -119.107835, 3204.101089, 34.247585, -71.690672, 0.021249, 2.533768, 0.141441, 164.454561, 32209 
605, 327861, 32768, 504473.400417, 2017-Jun-16, 20:07:53.400, 35.173046, -119.107914, 3204.103271, 34.241764, 80.415201, 6.177852, -69.771338, 32.200155, 162.450585, 62161 
606, 328368, 32768, 504473.500417, 2017-Jun-16, 20:07:53.500, 35.173077, -119.107992, 3204.105560, 34.230761, 80.423841, 6.179561, -68.411393, 27.732368, 161.068239, 10449 
607, 328876, 32768, 504473.600417, 2017-Jun-16, 20:07:53.600, 35.173108, -119.108071, 3204.107803, 34.223217, 80.435228, 5.471797, -66.895838, 21.399651, 159.765158, 65233 
608, 329376, 32768, 504473.700417, 2017-Jun-16, 20:07:53.700, 35.173138, -119.108150, 3204.109711, 34.215256, -71.646942, 0.016596, -65.769438, 15.795980, 158.980150, 3281 
609, 329875, 32768, 504473.800417, 2017-Jun-16, 20:07:53.800, 35.173169, -119.108228, 3204.111053, 34.205040, -71.638338, 0.010556, 2.560634, 0.036610, -65.474974, 32799 
610, 330371, 32768, 504473.900417, 2017-Jun-16, 20:07:53.900, 35.173200, -119.108307, 3204.111786, 34.197203, -71.626307, 0.003022, 2.568706, 0.018023, -65.474629, 56646 
611, 331078, 32768, 504474.000417, 2017-Jun-16, 20:07:54.000, 35.173231, -119.108385, 3204.096725, 34.184601, -71.617199, -0.405023, -59.980996, 0.952978, 159.160309, 33233 
612, 331577, 32768, 504474.100000, 2017-Jun-16, 20:07:54.100, 35.173261, -119.108464, 3204.096298, 34.173668, -71.611097, -0.006269, 2.588920, -1.883940, 160.242655, 14033 
613, 332075, 32768, 504474.200000, 2017-Jun-16, 20:07:54.200, 35.173292, -119.108542, 3204.095459, 34.163561, -71.599352, -0.007379, 2.599412, -0.007503, -65.461092, 9005 
614, 332819, 32768, 504474.300000, 2017-Jun-16, 20:07:54.300, 35.173323, -119.108621, 3204.094543, 34.152266, -71.590324, -0.008749, 2.612111, -0.004725, -65.452908, 23179 
615, 333317, 32768, 504474.400000, 2017-Jun-16, 20:07:54.400, 35.173354, -119.108700, 3204.093735, 34.142908, -71.578655, -0.004674, 2.627522, -0.001888, -65.442915, 27237 
616, 333814, 32768, 504474.500000, 2017-Jun-16, 20:07:54.500, 35.173385, -119.108778, 3204.093521, 34.131359, -71.569767, 0.000504, 2.641363, 0.003864, -65.431663, 8277 
617, 334312, 32768, 504474.600000, 2017-Jun-16, 20:07:54.600, 35.173415, -119.108857, 3204.093994, 34.121756, -71.558701, 0.008019, 2.651963, 0.015793, -65.418073, 43887 
618, 334810, 32768, 504474.700000, 2017-Jun-16, 20:07:54.700, 35.173446, -119.108935, 3204.095245, 34.112032, -71.547516, 0.017123, 2.658162, 0.034001, -65.403355, 40256 
619, 335308, 32768, 504474.800000, 2017-Jun-16, 20:07:54.800, 35.173477, -119.109014, 3204.097443, 34.103933, -71.535265, 0.027535, 2.659213, 0.060911, -65.388705, 52121 
620, 335807, 32768, 504474.900000, 2017-Jun-16, 20:07:54.900, 35.173508, -119.109092, 3204.100677, 34.096144, -71.524828, 0.037710, 2.660289, 0.090587, -65.375130, 47088 
621, 336512, 32768, 504475.000000, 2017-Jun-16, 20:07:55.000, 35.173538, -119.109171, 3204.044250, 34.089975, -71.511837, 0.045772, 2.658084, 0.126972, -65.360705, 56160 
622, 337010, 32768, 504475.100000, 2017-Jun-16, 20:07:55.100, 35.173569, -119.109249, 3204.048386, 34.065538, -71.509789, 0.042842, 2.655664, 0.157008, -65.346902, 34078 
623, 337508, 32768, 504475.200000, 2017-Jun-16, 20:07:55.200, 35.173599, -119.109328, 3204.052628, 34.061960, -71.496569, 0.042334, 2.650309, 0.191253, -65.332913, 54006 
624, 338252, 32768, 504475.300000, 2017-Jun-16, 20:07:55.300, 35.173630, -119.109406, 3204.056946, 34.057817, -71.483488, 0.043290, 2.645608, 0.227752, -65.321634, 4429 
625, 338752, 32768, 504475.400000, 2017-Jun-16, 20:07:55.400, 35.173661, -119.109485, 3204.061371, 34.054178, -71.467918, 0.045530, 2.640490, 0.272282, -65.311430, 64471 
626, 339250, 32768, 504475.500000, 2017-Jun-16, 20:07:55.500, 35.173691, 107.951876, -31727.063797, 524.916021, 139.597658, 12.468379, -45.274186, 81.007004, -157.693505, 57041 
627, 339748, 32768, 504475.600000, 2017-Jun-16, 20:07:55.600, 35.173722, -119.109641, 3204.071335, 34.051481, -71.437931, 0.057033, 2.632879, 0.353451, -65.297619, 41946 
628, 340245, 32768, 504475.700000, 2017-Jun-16, 20:07:55.700, 35.173753, -119.109720, 3204.077240, 34.048483, -71.423082, 0.062656, 2.633172, 0.381754, -65.293799, 38023 
629, 340742, 32768, 504475.800000, 2017-Jun-16, 20:07:55.800, 35.173783, -119.109798, 3204.083984, 34.045893, -71.409065, 0.073849, 2.632674, 0.408324, -65.291190, 2287 
630, 341241, 32768, 504475.900000, 2017-Jun-16, 20:07:55.900, 35.173814, -119.109876, 3204.091827, 34.044857, -71.395437, 0.083526, 2.639737, 0.431598, -65.289455, 57821 
631, 341947, 32768, 504476.000000, 2017-Jun-16, 20:07:56.000, 35.173845, -119.109955, 3204.060196, 34.041777, -71.379383, 0.090066, 2.639861, 0.443265, -65.287631, 14236 
632, 342444, 32768, 504476.100000, 2017-Jun-16, 20:07:56.100, 35.173875, -119.110033, 3204.069244, 34.030434, -71.374685, 0.091041, 2.643699, 0.448997, -65.282967, 12826 
633, 342941, 32768, 504476.200000, 2017-Jun-16, 20:07:56.200, 35.173906, -119.110112, 3204.078888, 34.034849, -71.354794, 0.102391, 2.648200, 0.462102, -65.278101, 23619 
634, 343686, 32768, 504476.300000, 2017-Jun-16, 20:07:56.300, 35.173936, -119.110190, 3204.089310, 34.034241, -71.339397, 0.105271, 2.650737, 0.461198, -65.280311, 19418 
635, 344185, 32768, 504476.400000, 2017-Jun-16, 20:07:56.400, 35.173967, -119.110268, 3204.099594, 34.034615, -71.324196, 0.101290, 2.659039, 0.437708, -65.286837, 17990 
636, 344685, 32768, 504476.500000, 2017-Jun-16, 20:07:56.500, 35.173998, -119.110346, 3204.109818, 520.314167, 177.174318, 26.894649, -36.194372, 101.666107, -155.626702, 20433 
637, 345183, 32768, 504476.600000, 2017-Jun-16, 20:07:56.600, 35.174028, -119.110425, 3204.120316, 34.030134, -71.294403, 0.107972, 2.681495, 0.341540, -65.306276, 40 
638, 345680, 32768, 504476.700000, 2017-Jun-16, 20:07:56.700, 35.174059, -119.110503, 3204.131439, 34.024864, -71.280478, 0.114965, 2.693536, 0.280503, -65.317097, 51421 
639, 346177, 32768, 504476.800000, 2017-Jun-16, 20:07:56.800, 35.174090, -119.110581, 3204.143265, 34.017027, -71.267681, 0.120095, 2.699585, 0.218480, -65.327559, 62315 
640, 346675, 32768, 504476.900000, 2017-Jun-16, 20:07:56.900, 35.174120, -119.110659, 3204.155853, 34.006361, -71.256683, 0.130840, 2.707118, 0.157879, -65.331394, 22896 
641, 347380, 32768, 504477.000000, 2017-Jun-16, 20:07:57.000, 35.174151, -119.110737, 3204.144257, 34.002661, -71.241808, 0.143648, 2.714276, 0.088392, -65.334275, 57103 
642, 347878, 32768, 504477.100000, 2017-Jun-16, 20:07:57.100, 35.174182, -119.110815, 3204.159332, 34.004652, -71.218084, 0.159090, 2.713619, 0.028734, -65.343763, 42187 
643, 348375, 32768, 504477.200000, 2017-Jun-16, 20:07:57.200, 35.174212, 107.611300, -31698.911453, 512.075689, 203.541018, 45.738643, -28.239584, -1.849050, -172.484300, 10705 
644, 349119, 32768, 504477.300000, 2017-Jun-16, 20:07:57.300, 35.174243, -119.110971, 3204.194443, 33.989363, -71.196054, 0.186448, 2.688080, -0.024611, -65.383002, 54672 
